audio,ID,duration,target,fold
1Gckfr5bxxhzvoo_120.mp3,1Gckfr5bxxhzvoo,4519.184,ただ、摂取するのに面倒がないからである。,3
1Gckfr5bxxhzvoo_121.mp3,1Gckfr5bxxhzvoo,1933.061,そう言えば、この男は、,3
1Gckfr5bxxhzvoo_122.mp3,1Gckfr5bxxhzvoo,4440.816,どうやら、暑い、寒いを知らないようである。,3
1Gckfr5bxxhzvoo_123.mp3,1Gckfr5bxxhzvoo,5041.633,夏、どんなに暑くても、団扇の類を用いない。,3
1Gckfr5bxxhzvoo_124.mp3,1Gckfr5bxxhzvoo,3030.204,めんどうくさいからである。,3
1Gckfr5bxxhzvoo_125.mp3,1Gckfr5bxxhzvoo,940.408,ひとから、,3
1Gckfr5bxxhzvoo_126.mp3,1Gckfr5bxxhzvoo,2768.98,と言われて団扇をさし出され、,3
1Gckfr5bxxhzvoo_127.mp3,1Gckfr5bxxhzvoo,3604.898,きょうは暑いのか、とはじめて気が附き、,3
1Gckfr5bxxhzvoo_128.mp3,1Gckfr5bxxhzvoo,2716.735,大いにあわてて団扇を取りあげ、,3
1Gckfr5bxxhzvoo_129.mp3,1Gckfr5bxxhzvoo,2560.0,すぐに厭きて来て手を休め、,3
1Gckfr5bxxhzvoo_130.mp3,1Gckfr5bxxhzvoo,6608.98,ぼんやり膝の上で、その団扇をいじくりまわしているような仕末である。,3
1Gckfr5bxxhzvoo_131.mp3,1Gckfr5bxxhzvoo,3866.122,寒さも、知らないのではなかろうか。,3
1Gckfr5bxxhzvoo_132.mp3,1Gckfr5bxxhzvoo,4754.286,誰かほかのひとでも火鉢に炭をついで呉れないことには、,3
1Gckfr5bxxhzvoo_133.mp3,1Gckfr5bxxhzvoo,4440.816,一日、火のない火鉢を抱いて、じっとしている。,3
1Gckfr5bxxhzvoo_134.mp3,1Gckfr5bxxhzvoo,2560.0,動くものではない。,3
1Gckfr5bxxhzvoo_135.mp3,1Gckfr5bxxhzvoo,2377.143,ひとから、注意されないうちは、,3
1Gckfr5bxxhzvoo_136.mp3,1Gckfr5bxxhzvoo,5564.082,平気な顔して夏の白いシャツを黙って着ている。,3
1Gckfr5bxxhzvoo_137.mp3,1Gckfr5bxxhzvoo,2429.388,私は、腕をのばし、,3
1Gckfr5bxxhzvoo_138.mp3,1Gckfr5bxxhzvoo,2194.286,机のわきの本棚から、,3
1Gckfr5bxxhzvoo_139.mp3,1Gckfr5bxxhzvoo,3683.265,或る日本の作家の、短篇集を取出し、,3
1Gckfr5bxxhzvoo_140.mp3,1Gckfr5bxxhzvoo,4022.857,口を、ヘの字型に結んだ。,3
1Gckfr5bxxhzvoo_141.mp3,1Gckfr5bxxhzvoo,3735.51,何か、顕微鏡的な研究でもはじめるように、,3
1Gckfr5bxxhzvoo_142.mp3,1Gckfr5bxxhzvoo,1959.184,ものものしく気取って、,3
1Gckfr5bxxhzvoo_143.mp3,1Gckfr5bxxhzvoo,4519.184,この作家は、いまは巨匠といわれている。,3
1Gckfr5bxxhzvoo_144.mp3,1Gckfr5bxxhzvoo,3160.816,変な文章ではあるが、読み易いので、,3
1Gckfr5bxxhzvoo_145.mp3,1Gckfr5bxxhzvoo,3265.306,私は、このような心のうつろな時には、,3
1Gckfr5bxxhzvoo_146.mp3,1Gckfr5bxxhzvoo,3422.041,取り出して読んでみるのである。,3
1Gckfr5bxxhzvoo_147.mp3,1Gckfr5bxxhzvoo,2246.531,好きなのであろう。,3
1Gckfr5bxxhzvoo_148.mp3,1Gckfr5bxxhzvoo,3030.204,もっともらしい顔して読んでいって、,3
1Gckfr5bxxhzvoo_149.mp3,1Gckfr5bxxhzvoo,3317.551,突然、げらげら笑い出した。,3
1Gckfr5bxxhzvoo_150.mp3,1Gckfr5bxxhzvoo,4571.429,この男の笑い声には、特色が在る。,3
1Gckfr5bxxhzvoo_151.mp3,1Gckfr5bxxhzvoo,2821.224,馬の笑いに似ている。,3
1Gckfr5bxxhzvoo_152.mp3,1Gckfr5bxxhzvoo,3422.041,私は、呆れたのである。,3
1Gckfr5bxxhzvoo_153.mp3,1Gckfr5bxxhzvoo,3578.776,その作家自身ともおぼしき主人公が、,3
1Gckfr5bxxhzvoo_154.mp3,1Gckfr5bxxhzvoo,2795.102,湖畔の別荘から、まちへ,3
1Gckfr5bxxhzvoo_155.mp3,1Gckfr5bxxhzvoo,4884.898,夕食のおかずを買いに出かけるところが書かれていたのであるが、,3
1Gckfr5bxxhzvoo_156.mp3,1Gckfr5bxxhzvoo,4048.98,いかにもその主人公のさまが、いそいそしていて、,3
1Gckfr5bxxhzvoo_157.mp3,1Gckfr5bxxhzvoo,4623.673,私には情なく、笑ってしまった。,3
1Gckfr5bxxhzvoo_158.mp3,1Gckfr5bxxhzvoo,2612.245,いい年をして、立派な男が、,3
1Gckfr5bxxhzvoo_159.mp3,1Gckfr5bxxhzvoo,1880.816,女房に言いつけられて、,3
1Gckfr5bxxhzvoo_160.mp3,1Gckfr5bxxhzvoo,2612.245,風呂敷持って、いそいそ町へ、,3
1Gckfr5bxxhzvoo_161.mp3,1Gckfr5bxxhzvoo,2063.673,ねぎ買いに出かけるとは、,3
1Gckfr5bxxhzvoo_162.mp3,1Gckfr5bxxhzvoo,3213.061,これは、あまりにひどすぎる。,3
1Gckfr5bxxhzvoo_163.mp3,1Gckfr5bxxhzvoo,2768.98,怠け者にちがいない。,3
1Gckfr5bxxhzvoo_164.mp3,1Gckfr5bxxhzvoo,2664.49,こんな生活は、いかん。,3
1Gckfr5bxxhzvoo_165.mp3,1Gckfr5bxxhzvoo,2429.388,なんにもしないで、うろうろして、,3
1Gckfr5bxxhzvoo_166.mp3,1Gckfr5bxxhzvoo,4101.224,女房も見かねて、夕食の買い物をたのむ。,3
1Gckfr5bxxhzvoo_167.mp3,1Gckfr5bxxhzvoo,2377.143,よくあることだ。,3
1Gckfr5bxxhzvoo_168.mp3,1Gckfr5bxxhzvoo,1410.612,たのまれて、,3
1Gckfr5bxxhzvoo_169.mp3,1Gckfr5bxxhzvoo,809.796,うん、,3
1Gckfr5bxxhzvoo_170.mp3,1Gckfr5bxxhzvoo,1750.204,帯をしめ直して、,3
1Gckfr5bxxhzvoo_171.mp3,1Gckfr5bxxhzvoo,3970.612,何か自分がいささかでも役に立つことがうれしく、,3
1Gckfr5bxxhzvoo_172.mp3,1Gckfr5bxxhzvoo,4571.429,いそいそ、風呂敷もって、買い物に出かける。,3
1Gckfr5bxxhzvoo_173.mp3,1Gckfr5bxxhzvoo,3866.122,情ない、情ない。,3
1Gckfr5bxxhzvoo_174.mp3,1Gckfr5bxxhzvoo,5537.959,眉ふとく、鬚の剃り跡青き立派な男じゃないか。,3
1Gckfr5bxxhzvoo_175.mp3,1Gckfr5bxxhzvoo,3996.735,私は、多少狼狽して、その本を閉じ、,3
1Gckfr5bxxhzvoo_176.mp3,1Gckfr5bxxhzvoo,2168.163,そっと本棚へ返して、,3
1Gckfr5bxxhzvoo_177.mp3,1Gckfr5bxxhzvoo,4048.98,それからまた、なんということもない。,3
1Gckfr5bxxhzvoo_178.mp3,1Gckfr5bxxhzvoo,3395.918,怠けものは、陸の動物にたとえれば、,3
1Gckfr5bxxhzvoo_179.mp3,1Gckfr5bxxhzvoo,3735.51,まず、歳とった病犬であろう。,3
1Gckfr5bxxhzvoo_180.mp3,1Gckfr5bxxhzvoo,3448.163,なりもふりもかまわず、四足をなげ出し、,3
1Gckfr5bxxhzvoo_181.mp3,1Gckfr5bxxhzvoo,3317.551,うす赤い腹をひくひく動かしながら、,3
1Gckfr5bxxhzvoo_182.mp3,1Gckfr5bxxhzvoo,4388.571,日向に一日じっとしている。,3
1Gckfr5bxxhzvoo_183.mp3,1Gckfr5bxxhzvoo,3082.449,ひとがその傍を通っても、吠えるどころか、,3
1Gckfr5bxxhzvoo_184.mp3,1Gckfr5bxxhzvoo,2533.878,薄目をあけて、うっとり見送り、,3
1Gckfr5bxxhzvoo_185.mp3,1Gckfr5bxxhzvoo,2429.388,また眼をつぶる。,3
1Gckfr5bxxhzvoo_186.mp3,1Gckfr5bxxhzvoo,2586.122,みっともないものである。,3
1Gckfr5bxxhzvoo_187.mp3,1Gckfr5bxxhzvoo,4440.816,海の動物にたとえれば、なまこであろうか。,3
1Gckfr5bxxhzvoo_188.mp3,1Gckfr5bxxhzvoo,2560.0,なまこは、たまらない。,3
1Gckfr5bxxhzvoo_189.mp3,1Gckfr5bxxhzvoo,2246.531,いやらしい。,3
1Gckfr5bxxhzvoo_190.mp3,1Gckfr5bxxhzvoo,2377.143,ひとで、であろうか。,3
1Gckfr5bxxhzvoo_191.mp3,1Gckfr5bxxhzvoo,2507.755,べっとり岩にへばりついて、,3
1Gckfr5bxxhzvoo_192.mp3,1Gckfr5bxxhzvoo,3082.449,ときどき、そろっと指を動かして、,3
1Gckfr5bxxhzvoo_193.mp3,1Gckfr5bxxhzvoo,3970.612,そうして、ひとでは何も考えていない。,3
1Gckfr5bxxhzvoo_194.mp3,1Gckfr5bxxhzvoo,1175.51,たまらない、,3
1Gckfr5bxxhzvoo_195.mp3,1Gckfr5bxxhzvoo,1776.327,たまらない。,3
1Gckfr5bxxhzvoo_196.mp3,1Gckfr5bxxhzvoo,2011.429,おどろくことは無い。,3
1Gckfr5bxxhzvoo_197.mp3,1Gckfr5bxxhzvoo,3395.918,御不浄へ行って来たのである。,3
1Gckfr5bxxhzvoo_198.mp3,1Gckfr5bxxhzvoo,4414.694,期待に添わざること、おびただしい。,3
1Gckfr5bxxhzvoo_199.mp3,1Gckfr5bxxhzvoo,2507.755,立ったまま、ちょっと思案し、,3
1Gckfr5bxxhzvoo_200.mp3,1Gckfr5bxxhzvoo,4519.184,それから、のそのそ隣りの部屋へはいっていって、,3
1Gckfr5bxxhzvoo_201.mp3,1Gckfr5bxxhzvoo,862.041,おい、,3
1Gckfr5bxxhzvoo_202.mp3,1Gckfr5bxxhzvoo,2899.592,何か用がないかね?,3
1Gckfr5bxxhzvoo_203.mp3,1Gckfr5bxxhzvoo,4440.816,隣室では、家の者が、縫いものをしている。,3
1Gckfr5bxxhzvoo_204.mp3,1Gckfr5bxxhzvoo,2481.633,はい、ございます。,3
1Gckfr5bxxhzvoo_205.mp3,1Gckfr5bxxhzvoo,3395.918,顔もあげずに、そう答えて、,3
1Gckfr5bxxhzvoo_206.mp3,1Gckfr5bxxhzvoo,4153.469,この鏝を焼いて置いて下さい。,3
1Gckfr5bxxhzvoo_207.mp3,1Gckfr5bxxhzvoo,914.286,あ、,3
1Gckfr5bxxhzvoo_208.mp3,1Gckfr5bxxhzvoo,2011.429,そうか。,3
1Gckfr5bxxhzvoo_209.mp3,1Gckfr5bxxhzvoo,4989.388,鏝を受けとり、大きな男が、また机のまえに坐って、,3
1Gckfr5bxxhzvoo_210.mp3,1Gckfr5bxxhzvoo,2612.245,異るところがない。,3
1Gckfr5bxxhzvoo_211.mp3,1Gckfr5bxxhzvoo,5694.694,つくづく呆れ、憎み、自分自身を殺したくさえなって、,3
1Gckfr5bxxhzvoo_212.mp3,1Gckfr5bxxhzvoo,1880.816,なんと、,3
1Gckfr5bxxhzvoo_213.mp3,1Gckfr5bxxhzvoo,2011.429,ぽつり、ぽつり、考え、,3
1Gckfr5bxxhzvoo_214.mp3,1Gckfr5bxxhzvoo,4754.286,考えしながら書いてゆく所存と見える。,3
1Gckfr5bxxhzvoo_215.mp3,1Gckfr5bxxhzvoo,2142.041,西風に導かれ、,3
1Gckfr5bxxhzvoo_216.mp3,1Gckfr5bxxhzvoo,5694.694,波のまにまに、サイプラスの島の浦曲に漂着した。,3
1Gckfr5bxxhzvoo_217.mp3,1Gckfr5bxxhzvoo,2925.714,四肢は気品よく細長く、,3
1Gckfr5bxxhzvoo_218.mp3,1Gckfr5bxxhzvoo,1880.816,しっとりと重くて、,3
1Gckfr5bxxhzvoo_219.mp3,1Gckfr5bxxhzvoo,2847.347,乳白色の皮膚のところどころ、,3
1Gckfr5bxxhzvoo_220.mp3,1Gckfr5bxxhzvoo,1593.469,すなわち頬、,3
1Gckfr5bxxhzvoo_221.mp3,1Gckfr5bxxhzvoo,3213.061,一様に薄い薔薇色に染っていて、,3
1Gckfr5bxxhzvoo_222.mp3,1Gckfr5bxxhzvoo,3030.204,からだじゅうからレモンの匂いに似た,3
1Gckfr5bxxhzvoo_223.mp3,1Gckfr5bxxhzvoo,4336.327,このひとこそは愛と美の女神であると言ってあがめたて、,3
1Gckfr5bxxhzvoo_224.mp3,1Gckfr5bxxhzvoo,6112.653,心ひそかに怪しからぬ望をさえいだいたのである。,3
1Gckfr5bxxhzvoo_225.mp3,1Gckfr5bxxhzvoo,3970.612,森や果樹園のなかを駈けめぐって遊んでいると、,3
1Gckfr5bxxhzvoo_226.mp3,1Gckfr5bxxhzvoo,4153.469,怪しからぬ望を持った数十人の神々たちは、,3
1Gckfr5bxxhzvoo_227.mp3,1Gckfr5bxxhzvoo,3213.061,二輪車の濛々たる車塵を浴びながら,3
1Gckfr5bxxhzvoo_228.mp3,1Gckfr5bxxhzvoo,3134.694,汗ばんだ四肢をこっそり洗っていると、,3
1Gckfr5bxxhzvoo_229.mp3,1Gckfr5bxxhzvoo,914.286,また、,3
1Gckfr5bxxhzvoo_230.mp3,1Gckfr5bxxhzvoo,2533.878,ついそこの草の茂みのかげに、,3
1Gckfr5bxxhzvoo_231.mp3,1Gckfr5bxxhzvoo,4493.061,神々たちのいやらしい眼が光っていた。,3
1Gckfr5bxxhzvoo_232.mp3,1Gckfr5bxxhzvoo,3422.041,こんなに毎日うるさい思いをするよりは、,3
